Site Description,Histology,Histology Description,Histology/Behavior,Histology/Behavior Description,,,,,
SMALL INTESTINE,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9756/3,Langerhans cell sarcoma,,,,,
SMALL INTESTINE,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9757/3,Interdigitating dendritic cell sarcoma,,,,,
SMALL INTESTINE,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9758/3,Follicular dendritic cell sarcoma,,,,,
SMALL INTESTINE,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9759/3,Fibroblastic reticular cell tumor,,,,,
SMALL INTESTINE,976,IMMUNOPROLIFERATIVE DISEASES,9764/3,Immunoproliferative small intestinal disease,,,,,
SMALL INTESTINE,976,IMMUNOPROLIFERATIVE DISEASES,9766/3,"Lymphomatoid granulomatosis, grade 3",,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9811/3,"B lymphoblastic leukemia/lymphoma, NOS",,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1,,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged,,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1),,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy,,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL),,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH,,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1),,,,,
SMALL INTESTINE,981,PRECURSOR LYMPHOID NEOPLASMS,9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like",,,,,
SMALL INTESTINE,982,"LYMPHOID LEUKEMIA, NOS",9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma,,,,,
SMALL INTESTINE,983,PROLYMPH/PRECURS LEUKEMIA,9831/3,T-cell large granular lymphocytic leukemia,,,,,
SMALL INTESTINE,983,PROLYMPH/PRECURS LEUKEMIA,9837/3,T lymphoblastic leukemia/lymphoma,,,,,
SMALL INTESTINE,996,CHRONIC MYELOPROLIFERATIVE DIS.,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement,,,,,
SMALL INTESTINE,996,CHRONIC MYELOPROLIFERATIVE DIS.,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities,,,,,
SMALL INTESTINE,997,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,9971/3,Polymorphic PTLD,,,,,
SMALL INTESTINE,997,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",800,NEOPLASM,8000/3,"Neoplasm, malignant",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",800,NEOPLASM,8001/3,"Tumor cells, malignant",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",800,NEOPLASM,8002/3,"Malignant tumor, small cell type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",800,NEOPLASM,8003/3,"Malignant tumor, giant cell type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",800,NEOPLASM,8004/3,"Malignant tumor, spindle cell type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",800,NEOPLASM,8005/3,"Malignant tumor, clear cell type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",801,"CARCINOMA, NOS",8010/2,"Carcinoma in situ, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",801,"CARCINOMA, NOS",8010/3,"Carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",801,"CARCINOMA, NOS",8011/3,"Epithelioma, malignant",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",801,"CARCINOMA, NOS",8012/3,"Large cell carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",801,"CARCINOMA, NOS",8013/3,Large cell neuroendocrine carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",801,"CARCINOMA, NOS",8014/3,Large cell carcinoma with rhabdoid phenotype,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",801,"CARCINOMA, NOS",8015/3,Glassy cell carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",802,"CARCINOMA, UNDIFF., NOS",8020/3,"Carcinoma, undifferentiated type, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",802,"CARCINOMA, UNDIFF., NOS",8021/3,"Carcinoma, anaplastic type, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",802,"CARCINOMA, UNDIFF., NOS",8022/3,Pleomorphic carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",803,GIANT & SPINDLE CELL CARCINOMA,8030/3,Giant cell and spindle cell carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",803,GIANT & SPINDLE CELL CARCINOMA,8031/3,Giant cell carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",803,GIANT & SPINDLE CELL CARCINOMA,8032/3,Spindle cell carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",803,GIANT & SPINDLE CELL CARCINOMA,8033/3,Pseudosarcomatous carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",803,GIANT & SPINDLE CELL CARCINOMA,8034/3,Polygonal cell carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",803,GIANT & SPINDLE CELL CARCINOMA,8035/3,Carcinoma with osteoclast-like giant cells,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",804,"SMALL CELL CARCINOMA, NOS",8041/3,"Small cell carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",804,"SMALL CELL CARCINOMA, NOS",8043/3,"Small cell carcinoma, fusiform cell",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",805,"PAPILLARY CARCINOMA, NOS",8050/2,Papillary carcinoma in situ,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",805,"PAPILLARY CARCINOMA, NOS",8050/3,"Papillary carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",805,"PAPILLARY CARCINOMA, NOS",8051/3,"Verrucous carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",805,"PAPILLARY CARCINOMA, NOS",8052/2,"Papillary squamous cell carcinoma, non-invasive",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",805,"PAPILLARY CARCINOMA, NOS",8052/3,Papillary squamous cell carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8070/2,"Squamous cell carcinoma in situ, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8070/3,"Squamous cell carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8071/3,"Sq. cell carcinoma, keratinizing, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8072/3,"Sq. cell carcinoma, lg. cell, non-ker.",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8073/3,"Sq. cell carcinoma, sm. cell, non-ker.",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8074/3,"Sq. cell carcinoma, spindle cell",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8075/3,"Squamous cell carcinoma, adenoid",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8076/2,Sq. cell carc. in situ with question. stromal invas.,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8076/3,"Sq. cell carcinoma, micro-invasive",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",807,"SQUAMOUS CELL CARCINOMA, NOS",8078/3,Squamous cell carcinoma with horn formation,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",814,"ADENOCARCINOMA, NOS",8140/2,Adenocarcinoma in situ,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",814,"ADENOCARCINOMA, NOS",8140/3,"Adenocarcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",814,"ADENOCARCINOMA, NOS",8141/3,Scirrhous adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",814,"ADENOCARCINOMA, NOS",8143/3,Superficial spreading adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",814,"ADENOCARCINOMA, NOS",8145/3,"Carcinoma, diffuse type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",814,"ADENOCARCINOMA, NOS",8147/3,Basal cell adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",815,ENDOCRINOMAS,8152/3,"Glucagonoma, malignant",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",815,ENDOCRINOMAS,8154/3,Mixed neuroendocrine non-neuroendocrine neoplasm,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",821,ADENOCA. IN ADENOMA. POLYP,8210/2,Adenocarcinoma in situ in adenomatous polyp,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",821,ADENOCA. IN ADENOMA. POLYP,8210/3,Adenocarcinoma in adenomatous polyp,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",821,ADENOCA. IN ADENOMA. POLYP,8211/3,Tubular adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",821,ADENOCA. IN ADENOMA. POLYP,8213/3,Serrated adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",822,ADENOCA IN FAMIL POLYP COLI,8220/2,Adenocarcinoma in situ in familial polyp. coli,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",822,ADENOCA IN FAMIL POLYP COLI,8220/3,Adenocarcinoma in adenoma. polyposis coli,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",822,ADENOCA IN FAMIL POLYP COLI,8221/2,Adenocarc. in situ in mult. adenomatous polyps,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",822,ADENOCA IN FAMIL POLYP COLI,8221/3,Adenocarcinoma in mult. adenomatous polyps,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",823,"SOLID CARCINOMA, NOS",8230/2,"Duct carcinoma in situ, solid type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",823,"SOLID CARCINOMA, NOS",8230/3,"Solid carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",823,"SOLID CARCINOMA, NOS",8231/3,Carcinoma simplex,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",824,"CARCINOID TUMOR, MALIGNANT",8240/3,"Carcinoid tumor, malignant",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",824,"CARCINOID TUMOR, MALIGNANT",8241/3,Enterochromaffin cell carcinoid,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",824,"CARCINOID TUMOR, MALIGNANT",8242/3,"Enterochromaffin-like cell tumor, malignant",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",824,"CARCINOID TUMOR, MALIGNANT",8243/3,Goblet cell carcinoid,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",824,"CARCINOID TUMOR, MALIGNANT",8244/3,Composite carcinoid,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",824,"CARCINOID TUMOR, MALIGNANT",8245/3,Adenocarcinoid tumor,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",824,"CARCINOID TUMOR, MALIGNANT",8246/3,Neuroendocrine carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",824,"CARCINOID TUMOR, MALIGNANT",8249/3,Neuroendocrine tumor,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",825,BRONCHIOLO-ALVEOLAR ADENOCA.,8255/3,Adenocarcinoma with mixed subtypes,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",826,"PAPILLARY ADENOCARCINOMA, NOS",8260/3,"Papillary adenocarcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",826,"PAPILLARY ADENOCARCINOMA, NOS",8261/2,Adenocarcinoma in situ in villous adenoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",826,"PAPILLARY ADENOCARCINOMA, NOS",8261/3,Adenocarcinoma in villous adenoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",826,"PAPILLARY ADENOCARCINOMA, NOS",8262/3,Villous adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",826,"PAPILLARY ADENOCARCINOMA, NOS",8263/2,Adenocarcinoma in situ in tubulovillous adenoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",826,"PAPILLARY ADENOCARCINOMA, NOS",8263/3,Adenocarcinoma in tubulovillous adenoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",826,"PAPILLARY ADENOCARCINOMA, NOS",8265/3,"Micropapillary carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",843,MUCOEPIDERMOID CARCINOMA,8430/3,Mucoepidermoid carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",844,"CYSTADENOCARCINOMA, NOS",8440/3,"Cystadenocarcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",848,MUCINOUS ADENOCARCINOMA,8480/3,Mucinous adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",848,MUCINOUS ADENOCARCINOMA,8481/3,Mucin-producing adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",849,SIGNET RING CELL CARCINOMA,8490/3,Signet ring cell carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",851,"MEDULLARY CARCINOMA, NOS",8510/3,"Medullary carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",855,ACINAR CELL CARCINOMA,8550/3,Acinar cell carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",855,ACINAR CELL CARCINOMA,8551/3,Acinar cell cystadenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",856,ADENOSQUAMOUS CARCINOMA,8560/3,Adenosquamous carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",856,ADENOSQUAMOUS CARCINOMA,8562/3,Epithelial-myoepithelial carcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",857,ADENOCA. WITH METAPLASIA,8570/3,Adenocarcinoma with squamous metaplasia,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",857,ADENOCA. WITH METAPLASIA,8571/3,Adenocarcinoma w cartilag. & oss. metaplas.,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",857,ADENOCA. WITH METAPLASIA,8572/3,Adenocarcinoma with spindle cell mataplasia,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",857,ADENOCA. WITH METAPLASIA,8573/3,Adenocarcinoma with apocrine metaplasia,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",857,ADENOCA. WITH METAPLASIA,8574/3,Adenocarcinoma with neuroendocrine differen.,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",857,ADENOCA. WITH METAPLASIA,8575/3,"Metaplastic carcinoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",857,ADENOCA. WITH METAPLASIA,8576/3,Hepatoid adenocarcinoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",880,"SARCOMA, NOS",8800/3,"Sarcoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",880,"SARCOMA, NOS",8801/3,Spindle cell sarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",880,"SARCOMA, NOS",8802/3,Giant cell sarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",880,"SARCOMA, NOS",8803/3,Small cell sarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",880,"SARCOMA, NOS",8804/3,Epithelioid sarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",880,"SARCOMA, NOS",8805/3,Undifferentiated sarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",880,"SARCOMA, NOS",8806/3,Desmoplastic small round cell tumor,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",881,FIBROMATOUS NEOPLASMS,8810/3,"Fibrosarcoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",881,FIBROMATOUS NEOPLASMS,8811/3,Fibromyxosarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",881,FIBROMATOUS NEOPLASMS,8813/3,Fascial fibrosarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",881,FIBROMATOUS NEOPLASMS,8814/3,Infantile fibrosarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",881,FIBROMATOUS NEOPLASMS,8815/3,"Solitary fibrous tumor, malignant",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",882,"SARCOMA, NOS",8825/3,Myofibroblastic sarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",885,LIPOSARCOMA NEOPLASMS,8850/3,"Liposarcoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",885,LIPOSARCOMA NEOPLASMS,8851/3,"Liposarcoma, well differentiated",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",885,LIPOSARCOMA NEOPLASMS,8852/3,Myxoid liposarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",885,LIPOSARCOMA NEOPLASMS,8853/3,Round cell liposarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",885,LIPOSARCOMA NEOPLASMS,8854/3,Pleomorphic liposarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",885,LIPOSARCOMA NEOPLASMS,8855/3,Mixed type liposarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",885,LIPOSARCOMA NEOPLASMS,8857/3,Fibroblastic liposarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",885,LIPOSARCOMA NEOPLASMS,8858/3,Dedifferentiated liposarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",889,MYOMATOUS NEOPLASMS,8890/3,"Leiomyosarcoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",889,MYOMATOUS NEOPLASMS,8891/3,Epithelioid leiomyosarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",889,MYOMATOUS NEOPLASMS,8894/3,Angiomyosarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",889,MYOMATOUS NEOPLASMS,8895/3,Myosarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",889,MYOMATOUS NEOPLASMS,8896/3,Myxoid leiomyosarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",893,STROMAL SARCOMA,8934/3,Carcinofibroma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",893,STROMAL SARCOMA,8935/3,"Stromal sarcoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",893,STROMAL SARCOMA,8936/3,Gastrointestinal stromal sarcoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",898,"CARCINOSARCOMA, NOS",8980/3,"Carcinosarcoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",898,"CARCINOSARCOMA, NOS",8981/3,"Carcinosarcoma, embryonal type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",898,"CARCINOSARCOMA, NOS",8982/3,Malignant myoepithelioma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",959,"MALIGNANT LYMPHOMA, NOS",9590/3,"Malignant lymphoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",959,"MALIGNANT LYMPHOMA, NOS",9591/3,"Malignant lymphoma, non-Hodgkin",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",959,"MALIGNANT LYMPHOMA, NOS",9596/3,Composite Hodgkin and non-Hodgkin lymphoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",965,HODGKIN LYMPHOMA,9650/3,"Hodgkin lymphoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",965,HODGKIN LYMPHOMA,9651/3,"Hodgkin lymphoma, lymphocyte-rich",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",965,HODGKIN LYMPHOMA,9652/3,"Hodgkin lymphoma, mixed cellularity, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",965,HODGKIN LYMPHOMA,9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",965,HODGKIN LYMPHOMA,9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",965,HODGKIN LYMPHOMA,9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",965,HODGKIN LYMPHOMA,9659/3,"Hodgkin lymph., nodular lymphocyte predom.",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9661/3,Hodgkin granuloma [obs],,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9662/3,Hodgkin sarcoma [obs],,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9664/3,"Hodgkin lymphoma, nod. scler., cellular phase",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9665/3,"Hodgkin lymphoma, nod. scler., grade 1",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9667/3,"Hodgkin lymphoma, nod. scler., grade 2",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",967,"ML, SMALL B-CELL LYMPHOCYTIC",9670/3,"ML, small B lymphocytic, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",967,"ML, SMALL B-CELL LYMPHOCYTIC",9671/3,"ML, lymphoplasmacytic",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",967,"ML, SMALL B-CELL LYMPHOCYTIC",9673/3,Mantle cell lymphoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",967,"ML, SMALL B-CELL LYMPHOCYTIC",9675/3,"ML, mixed sm. and lg. cell, diffuse",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",968,"ML, LARGE B-CELL, DIFFUSE",9680/3,"ML, large B-cell, diffuse",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",968,"ML, LARGE B-CELL, DIFFUSE",9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",968,"ML, LARGE B-CELL, DIFFUSE",9687/3,"Burkitt lymphoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",968,"ML, LARGE B-CELL, DIFFUSE",9688/3,T-cell histiocyte rich large B-cell lymphoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",969,"FOLLIC. & MARGINAL LYMPH, NOS",9690/3,"Follicular lymphoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",969,"FOLLIC. & MARGINAL LYMPH, NOS",9691/3,"Follicular lymphoma, grade 2",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",969,"FOLLIC. & MARGINAL LYMPH, NOS",9695/3,"Follicular lymphoma, grade 1",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",969,"FOLLIC. & MARGINAL LYMPH, NOS",9698/3,"Follicular lymphoma, grade 3",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",969,"FOLLIC. & MARGINAL LYMPH, NOS",9699/3,"Marginal zone B-cell lymphoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",970,T-CELL LYMPHOMAS,9701/3,Sezary syndrome,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",970,T-CELL LYMPHOMAS,9702/3,"Mature T-cell lymphoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",970,T-CELL LYMPHOMAS,9705/3,Angioimmunoblastic T-cell lymphoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9712/3,Intravascular large B-cell lymphoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9715/3,"Anaplastic large cell lymphoma, ALK negative",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9717/3,Intestinal T-cell lymphoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9719/3,"NK/T-cell lymphoma, nasal and nasal-type",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9727/3,"Precursor cell lymphoblastic lymphoma, NOS",,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9728/3,Precursor B-cell lymphoblastic lymphoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9729/3,Precursor T-cell lymphoblastic lymphoma,,,,,
"LARGE INTESTINE, (EXCL. APPENDIX)",973,PLASMA CELL TUMORS,9731/3,"Plasmacytoma, NOS",,,,,
