"","PROC.CODE","PROCEDURE.DESCRIPTION"
"1917","54640","ORCHIOPEXY INGUN/SCROT APPR        "
"1918","54641","ORCHIOPEXY, ANY TYPE, WITH OR WITHO"
"1919","54650","ORCHIOPEXY, ABDOMINAL APPROACH, FOR"
"1920","54660","REVISION OF TESTIS                 "
"1921","54661","INSERTION OF TESTICULAR PROSTHESIS "
"1922","54670","REPAIR TESTIS INJURY               "
"1923","54680","RELOCATION OF TESTIS(ES)           "
"1924","54690","LAPAROSCOPY ORCHIECTOMY            "
"1925","54692","LAPAROSCOPY ORCHIOPEXY             "
"1926","54699","LAPAROSCOPE PROC TESTIS            "
"1927","54700","DRAINAGE OF SCROTUM                "
"1928","54800","BIOPSY OF EPIDIDYMIS, NEEDLE       "
"1929","54820","EXPLORATION OF EPIDIDYMIS, WITH OR "
"1930","54830","REMOVE EPIDIDYMIS LESION           "
"1931","54840","EXCISION OF SPERMATOCELE, WITH OR W"
"1932","54860","REMOVAL OF EPIDIDYMIS              "
"1933","54861","EPIDIDYMECTOMY; BILATERAL          "
"1934","54865","EXPLORE EPIDIDYMIS                 "
"1935","54900","FUSION OF SPERMATIC DUCTS          "
"1936","54901","EPIDIDYMOVASOSTOMY, ANASTOMOSIS OF "
"1937","55000","PUNCTURE ASPIRATION OF HYDROCELE, T"
"1938","55040","REMOVAL OF HYDROCELE               "
"1939","55041","REMOVAL OF HYDROCELES              "
"1940","55060","REPAIR OF HYDROCELE                "
"1941","55100","DRAINAGE OF SCROTUM ABSCESS        "
"1942","55110","EXPLORE SCROTUM                    "
"1943","55120","REMOVAL OF SCROTUM LESION          "
"1944","55150","REMOVAL OF SCROTUM                 "
"1945","55170","REVISION OF SCROTUM                "
"1946","55200","INCISION OF SPERM DUCT             "
"1947","55250","REMOVAL OF SPERM DUCT(S)           "
"1948","55300","PREPARE SPERM DUCT X-RAY           "
"1949","55400","VASOVASOSTOMY, VASOVASORRHAPHY     "
"1950","55401","VASOVASOSTOMY, VASOVASORRHAPHY; BIL"
"1951","55450","LIGATION (PERCUTANEOUS) OF VAS DEFE"
"1952","55520","REMOVAL OF SPERM CORD LESION       "
"1953","55530","EXCISION OF VARICOCELE OR LIGATION "
"1954","55535","REVISE SPERMATIC CORD VEINS        "
"1955","55550","LAPARO LIGATE SPERMATIC VEIN       "
"1956","55559","LAPARO PROC SPERMATIC CORD         "
"1957","55600","INCISE SPERM DUCT POUCH            "
"1958","55601","VESICULOTOMY; BILATERAL            "
"1959","55650","REMOVE SPERM DUCT POUCH            "
"1960","55651","VESICULECTOMY, ANY APPROACH; BILATE"
"1961","55680","REMOVE SPERM POUCH LESION          "
"1962","55700","BIOPSY, PROSTATE; NEEDLE OR PUNCH, "
"1963","55705","BIOPSY, PROSTATE; INCISIONAL, ANY A"
"1964","55706","PROSTATE SATURATION SAMPLING       "
"1965","55740","PROSTATOLITHOTOMY, REMOVAL OF PROST"
"1966","55801","PROSTATECTOMY, PERINEAL, SUBTOTAL ("
"1967","55810","EXTENSIVE PROSTATE SURGERY         "
"1968","55812","PROSTATECTOMY, PERINEAL RADICAL; WI"
"1969","55821","REMOVAL OF PROSTATE                "
"1970","55842","PROSTATECTOMY, RETROPUBIC RADICAL, "
"1971","55859","PERCUT/NEEDLE INSERT, PROS         "
"1972","55860","SURGICAL EXPOSURE PROSTATE         "
"1973","55866","LAPARO RADICAL PROSTATECTOMY       "
"1974","55870","ELECTROEJACULATION                 "
"1975","55873","CRYOABLATE PROSTATE                "
"1976","55874","TPRNL PLMT BIODEGRDABL MATRL       "
"1977","55875","TRANSPERI NEEDLE PLACE PROS        "
"1978","55876","PLACE RT DEVICE/MARKER PROS        "
"1979","55880","ABLTJ MAL PRST8 TISS HIFU"
"1980","55899","GENITAL SURGERY PROCEDURE          "
"1981","55920","PLACE NEEDLES PELVIC FOR RT        "
"1982","55970","SEX TRANSFORMATION M TO F          "
"1983","55980","SEX TRANSFORMATION F TO M          "
"1984","56000","INCISION AND DRAINAGE OF PERINEAL A"
"1985","56100","BIOPSY OF PERINEUM (SEPARATE PROCED"
"1986","56200","PERINEOPLASTY, REPAIR OF PERINEUM, "
"1987","56300","LAPAROSCOPY (PERITONEOSCOPY), DIAGN"
"1988","56302","LAPAROSCOPY, SURGICAL; WITH OCCLUSI"
"1989","56303","LAPAROSCOPY, SURGICAL; WITH FULGURA"
"1990","56304","LAPAROSCOPY, SURGICAL; WITH LYSIS O"
"1991","56305","LAPAROSCOPY, SURGICAL; WITH BIOPSY "
"1992","56306","LAPAROSCOPY, SURGICAL; WITH ASPIRAT"
"1993","56307","LAPAROSCOPY, SURGICAL; WITH REMOVAL"
"1994","56308","LAPAROSCOPY, SURGICAL; WITH VAGINAL"
"1995","56310","LAPAROSCOPY, SURGICAL; ENTEROLYSIS "
"1996","56311","LAPAROSCOPY, SURGICAL; WITH RETROPE"
"1997","56312","LAPAROSCOPY, SURGICAL; WITH BILATER"
"1998","56314","LAPAROSCOPY, SURGICAL; WITH DRAINAG"
"1999","56315","LAPAROSCOPY, SURGICAL; APPENDECTOMY"
"2000","56316","LAPAROSCOPY, SURGICAL; REPAIR OF IN"
"2001","56317","LAPAROSCOPY, SURGICAL; REPAIR OF RE"
"2002","56318","LAPAROSCOPY, SURGICAL; ORCHIECTOMY "
"2003","56320","LAPAROSCOPY, SURGICAL; WITH LIGATIO"
"2004","56321","LAPAROSCOPY, SURGICAL; WITH ADRENAL"
"2005","56322","LAPAROSCOPY, SURGICAL; TRANSECTION "
"2006","56324","LAPAROSCOPY, SURGICAL; CHOLECYSTOEN"
"2007","56340","LAPAROSCOPY, SURGICAL; CHOLECYSTECT"
"2008","56343","LAPAROSCOPY, SURGICAL; WITH SALPING"
"2009","56344","LAPAROSCOPY, SURGICAL; WITH FIMBRIO"
"2010","56345","LAPAROSCOPY, SURGICAL; SPLENECTOMY "
"2011","56346","LAPAROSCOPY, SURGICAL; GASTROSTOMY,"
"2012","56347","LAPAROSCOPY, SURGICAL; JEJUNOSTOMY "
"2013","56348","LAPAROSCOPY, SURGICAL; INTESTINAL R"
"2014","56349","LAPAROSCOPY, SURGICAL; ESOPHAGOGAST"
"2015","56350","HYSTEROSCOPY, DIAGNOSTIC (SEPARATE "
"2016","56351","HYSTEROSCOPY, SURGICAL; WITH SAMPLI"
"2017","56352","HYSTEROSCOPY, SURGICAL; WITH LYSIS "
"2018","56353","HYSTEROSCOPY, SURGICAL; WITH DIVISI"
"2019","56354","HYSTEROSCOPY, SURGICAL; WITH REMOVA"
"2020","56356","HYSTEROSCOPY, SURGICAL; WITH ENDOME"
"2021","56360","PERITONEOSCOPY; WITHOUT BIOPSY     "
"2022","56361","PERITONEOSCOPY; WITH BIOPSY        "
"2023","56362","LAPAROSCOPY WITH GUIDED TRANSHEPATI"
"2024","56399","UNLISTED PROCEDURE, LAPAROSCOPY, HY"
"2025","56400","INCISION AND DRAINAGE OF VULVA     "
"2026","56405","I & D OF VULVA/PERINEUM            "
"2027","56420","DRAINAGE OF GLAND ABSCESS          "
"2028","56440","SURGERY FOR VULVA LESION           "
"2029","56441","LYSIS OF LABIAL LESION(S)          "
"2030","56442","HYMENOTOMY                         "
"2031","56500","DESTRUCTION OF LESION(S), VULVA (EG"
"2032","56501","DESTROY VULVA LESIONS SIM          "
"2033","56515","DESTROY VULVA LESION/S COMPL       "
"2034","56520","CRYOSURGERY OF BENIGN LESION, VULVA"
"2035","56600","BIOPSY OF VULVA (SEPARATE PROCEDURE"
"2036","56605","BIOPSY OF VULVA/PERINEUM           "
"2037","56620","PARTIAL REMOVAL OF VULVA           "
"2038","56625","COMPLETE REMOVAL OF VULVA          "
"2039","56630","EXTENSIVE VULVA SURGERY            "
"2040","56635","VULVECTOMY, RADICAL; WITH INGUINOFE"
"2041","56641","VULVECTOMY, RADICAL, WITH INGUINOFE"
"2042","56680","CLITORIDECTOMY; SIMPLE             "
"2043","56685","CLITORIDECTOMY; EXTENSIVE          "
"2044","56700","PARTIAL REMOVAL OF HYMEN           "
"2045","56710","PLASTIC REVISION OF HYMEN          "
"2046","56720","HYMENOTOMY, SIMPLE INCISION        "
"2047","56740","REMOVE VAGINA GLAND LESION         "
"2048","56800","REPAIR OF VAGINA                   "
"2049","56805","REPAIR CLITORIS                    "
"2050","56810","REPAIR OF PERINEUM                 "
"2051","56820","EXAM OF VULVA W/SCOPE              "
"2052","56821","EXAM/BIOPSY OF VULVA W/SCOPE       "
"2053","57000","EXPLORATION OF VAGINA              "
"2054","57010","DRAINAGE OF PELVIC ABSCESS         "
"2055","57015","BIOPSY/VAGINAL MUCOSA;EXTENSIVE    "
"2056","57020","DRAINAGE OF PELVIC FLUID           "
"2057","57022","I & D VAGINAL HEMATOMA PP          "
"2058","57023","I & D VAG HEMATOMA NON-OB          "
"2059","57061","DESTROY VAG LESIONS SIMPLE         "
"2060","57065","DESTROY VAG LESIONS COMPLEX        "
"2061","57100","BIOPSY OF VAGINA                   "
"2062","57105","BIOPSY OF VAGINAL MUCOSA; EXTENSIVE"
"2063","57106","REMOVE VAGINA WALL PARTIAL         "
"2064","57107","REMOVE VAGINA TISSUE PART          "
"2065","57108","COLPECTOMY, OBLITERATION OF VAGINA;"
"2066","57109","VAGINECTOMY PARTIAL W/NODES        "
"2067","57110","REMOVE VAGINA WALL COMPLETE        "
"2068","57111","REMOVE VAGINA TISSUE COMPL         "
"2069","57112","VAGINECTOMY W/NODES COMPL          "
"2070","57120","CLOSURE OF VAGINA                  "
"2071","57125","EXCISION/VAGINAL CYSST OR TUMOR    "
"2072","57130","REMOVE VAGINA LESION               "
"2073","57150","TREAT VAGINA INFECTION             "
"2074","57155","INSERT UTERI TANDEM/OVOIDS         "
"2075","57156","INS VAG BRACHYTX DEVICE            "
"2076","57160","FITTING AND INSERTION OF PESSARY OR"
"2077","57170","DIAPHRAGM OR CERVICAL CAP FITTING W"
"2078","57180","INTRODUCTION OF ANY HEMOSTATIC AGEN"
"2079","57210","REPAIR VAGINA/PERINEUM             "
"2080","57230","REPAIR OF URETHRAL LESION          "
"2081","57240","ANTERIOR COLPORRHAPHY              "
"2082","57250","POSTERIOR COLPORRHAPHY, REPAIR OF R"
"2083","57260","CMBN ANT PST COLPRHY               "
"2084","57265","CMBN AP COLPRHY W/NTRCL RPR        "
"2085","57267","INSERT MESH/PELVIC FLR ADDON       "
"2086","57268","REPAIR OF BOWEL BULGE              "
"2087","57270","REPAIR OF BOWEL POUCH              "
"2088","57280","SUSPENSION OF VAGINA               "
"2089","57282","COLPOPEXY EXTRAPERITONEAL          "
"2090","57283","COLPOPEXY INTRAPERITONEAL          "
"2091","57284","REPAIR PARAVAG DEFECT OPEN         "
"2092","57285","REPAIR PARAVAG DEFECT VAG          "
"2093","57287","REVISE/REMOVE SLING REPAIR         "
"2094","57288","REPAIR BLADDER DEFECT              "
"2095","57289","REPAIR BLADDER & VAGINA            "
"2096","57290","VAGINAL SURGERY                    "
"2097","57291","CONSTRUCTION OF VAGINA             "
"2098","57292","CONSTRUCT VAGINA WITH GRAFT        "
"2099","57295","REVISE VAG GRAFT VIA VAGINA        "
"2100","57296","REVISE VAG GRAFT OPEN ABD          "
"2101","57300","REPAIR RECTUM-VAGINA FISTULA       "
"2102","57307","FISTULA REPAIR & COLOSTOMY         "
"2103","57308","FISTULA REPAIR TRANSPERINE         "
"2104","57310","REPAIR URETHROVAGINAL LESION       "
"2105","57320","REPAIR BLADDER-VAGINA LESION       "
"2106","57335","VAGINOPLASTY FOR INTERSEX STATE    "
"2107","57400","DILATION OF VAGINA                 "
"2108","57410","PELVIC EXAMINATION                 "
"2109","57415","REMOVE VAGINAL FOREIGN BODY        "
"2110","57420","EXAM OF VAGINA W/SCOPE             "
"2111","57421","EXAM/BIOPSY OF VAG W/SCOPE         "
"2112","57423","REPAIR PARAVAG DEFECT LAP          "
"2113","57425","LAPAROSCOPY SURG COLPOPEXY         "
"2114","57426","REVISE PROSTH VAG GRAFT LAP        "
"2115","57450","CULDOSCOPY, DIAGNOSTIC;            "
"2116","57451","CULDOSCOPY, DIAGNOSTIC; WITH BIOPSY"
"2117","57452","EXAM OF CERVIX W/SCOPE             "
"2118","57454","BX/CURETT OF CERVIX W/SCOPE        "
"2119","57455","COLPOSCOPY OF THE CERVIX INCLUDING "
"2120","57456","ENDOCERV CURETTAGE W/SCOPE         "
"2121","57460","BX OF CERVIX W/SCOPE LEEP          "
"2122","57461","CONZ OF CERVIX W/SCOPE LEEP        "
"2123","57465","CAM CERVIX UTERI DRG COLP          "
"2124","57500","BIOPSY OF CERVIX                   "
"2125","57505","ENDOCERVICAL CURETTAGE (NOT DONE AS"
"2126","57510","CAUTERY OF CERVIX; ELECTRO OR THERM"
"2127","57511","CRYOCAUTERY OF CERVIX              "
"2128","57513","CAUTERY OF CERVIX; LASER ABLATION  "
"2129","57520","CONIZATION OF CERVIX               "
"2130","57530","REMOVAL OF CERVIX                  "
"2131","57531","REMOVAL OF CERVIX RADICAL          "
"2132","57540","REMOVAL OF RESIDUAL CERVIX         "
"2133","57545","REMOVE CERVIX/REPAIR PELVIS        "
"2134","57555","EXCISION OF CERVICAL STUMP, VAGINAL"
"2135","57556","REMOVE CERVIX REPAIR BOWEL         "
"2136","57558","D&C OF CERVICAL STUMP              "
"2137","57700","REVISION OF CERVIX                 "
"2138","57720","TRACHELORRHAPHY, PLASTIC REPAIR OF "
"2139","57800","DILATION OF CERVICAL CANAL         "
"2140","57820","DILATION AND CURETTAGE OF CERVICAL "
"2141","58100","BIOPSY OF UTERUS LINING            "
"2142","58101","ENDOMETRIAL WASHINGS (EG, FOR CYTOL"
"2143","58102","OFFICE ENDOMETRIAL CURETTAGE       "
"2144","58103","MENSTRUAL EXTRACTION               "
"2145","58110","BX DONE W/COLPOSCOPY ADD-ON        "
"2146","58120","DILATION AND CURETTAGE             "
"2147","58140","MYOMECTOMY ABDOM METHOD            "
"2148","58145","MYOMECTOMY VAG METHOD              "
"2149","58146","MYOMECTOMY ABDOM COMPLEX           "
"2150","58150","TOTAL HYSTERECTOMY                 "
"2151","58180","PARTIAL HYSTERECTOMY               "
"2152","58200","EXTENSIVE HYSTERECTOMY             "
"2153","58205","TOTAL HYSTERECTOMY, EXTENDED, CORPU"
"2154","58240","REMOVAL OF PELVIS CONTENTS         "
"2155","58260","VAGINAL HYSTERECTOMY               "
"2156","58262","VAG HYST INCLUDING T/O             "
"2157","58263","VAG HYST W/T/O & VAG REPAIR        "
"2158","58265","VAGINAL HYSTERECTOMY WITH PLASTIC R"
"2159","58267","VAG HYST W/URINARY REPAIR          "
"2160","58270","VAG HYST W/ENTEROCELE REPAIR       "
"2161","58275","HYSTERECTOMY/REVISE VAGINA         "
"2162","58290","VAG HYST COMPLEX                   "
"2163","58291","VAG HYST INCL T/O COMPLEX          "
"2164","58292","VAG HYST T/O & REPAIR COMPL        "
"2165","58293","VAG HYST W/URO REPAIR COMPL        "
"2166","58294","VAG HYST W/ENTEROCELE COMPL        "
"2167","58300","INSERT INTRAUTERINE DEVICE         "
"2168","58301","REMOVE INTRAUTERINE DEVICE         "
"2169","58310","ARTIFICIAL INSEMINATION;           "
"2170","58311","ARTIFICIAL INSEMINATION; WITH SPERM"
"2171","58320","INSUFFLATION OF UTERUS AND TUBES WI"
"2172","58321","ARTIFICIAL INSEMINATION; INTRA-CERV"
"2173","58322","ARTIFICIAL INSEMINATION; INTRA-UTER"
"2174","58323","SPERM WASHING FOR ARTIFICIAL INSEMI"
"2175","58340","CATHETER FOR HYSTEROGRAPHY         "
"2176","58345","REOPEN FALLOPIAN TUBE              "
"2177","58346","INSERT HEYMAN UTERI CAPSULE        "
"2178","58353","ENDOMETR ABLATE THERMAL            "
"2179","58356","ENDOMETRIAL CRYOABLATION           "
"2180","58400","SUSPENSION OF UTERUS               "
"2181","58430","REVISION OF UTERUS                 "
"2182","58500","FUSION OF UTERUS & TUBE(S)         "
"2183","58520","HYSTERORRHAPHY, REPAIR OF RUPTURED "
"2184","58541","LSH UTERUS 250 G OR LESS"
"2185","58542","LSH W/T/O UT 250 G OR LESS"
"2186","58543","LSH UTERUS ABOVE 250 G"
"2187","58544","LSH W/T/O UTERUS ABOVE 250 G"
"2188","58545","LAPAROSCOPIC MYOMECTOMY            "
"2189","58546","LAPARO-MYOMECTOMY COMPLEX          "
"2190","58548","LAP RADICAL HYST                   "
"2191","58550","LAPARO-ASST VAG HYSTERECTOMY       "
"2192","58552","LAPARO-VAG HYST INCL T/O           "
"2193","58553","LAPARO-VAG HYST COMPLEX            "
"2194","58554","LAPARO-VAG HYST W/T/O COMPL        "
"2195","58555","HYSTEROSCOPY DX SEP PROC           "
"2196","58558","HYSTEROSCOPY BIOPSY                "
"2197","58559","HYSTEROSCOPY LYSIS                 "
"2198","58560","HYSTEROSCOPY RESECT SEPTUM         "
"2199","58561","HYSTEROSCOPY REMOVE MYOMA          "
"2200","58562","HYSTEROSCOPY REMOVE FB             "
"2201","58563","HYSTEROSCOPY ABLATION              "
"2202","58565","HYSTEROSCOPY STERILIZATION         "
"2203","58570","TLH UTERUS 250 G OR LESS"
"2204","58571","TLH W/T/O 250 G OR LESS"
"2205","58572","TLH UTERUS OVER 250 G"
"2206","58573","TLH W/T/O UTERUS OVER 250 G"
"2207","58575","LAPS TOT HYST RESJ MAL             "
"2208","58578","LAPARO PROC UTERUS                 "
"2209","58579","HYSTEROSCOPE PROCEDURE             "
"2210","58600","DIVISION OF FALLOPIAN TUBE         "
"2211","58605","LIGATION OR TRANSECTION OF FALLOPIA"
"2212","58611","LIGATE OVIDUCT(S) ADD-ON           "
"2213","58615","OCCLUDE FALLOPIAN TUBE(S)          "
"2214","58618","LYSIS ADNEXAL                      "
"2215","58660","LAPAROSCOPY LYSIS                  "
"2216","58661","LAPAROSCOPY REMOVE ADNEXA          "
"2217","58662","LAPAROSCOPY EXCISE LESIONS         "
"2218","58670","LAPAROSCOPY TUBAL CAUTERY          "
"2219","58671","LAPAROSCOPY TUBAL BLOCK            "
"2220","58672","LAPAROSCOPY FIMBRIOPLASTY          "
"2221","58673","LAPAROSCOPY SALPINGOSTOMY          "
"2222","58674","LAPS ABLTJ UTERINE FIBROIDS        "
"2223","58679","LAPARO PROC OVIDUCT-OVARY          "
"2224","58700","REMOVAL OF FALLOPIAN TUBE          "
"2225","58701","REMOVAL OF FALLOPIAN TUBES         "
"2226","58720","SALPINGO-OOPHORECTOMY, COMPLETE OR "
"2227","58740","ADHESIOLYSIS TUBE OVARY            "
"2228","58750","TUBOTUBAL ANASTOMOSIS              "
"2229","58752","REVISE OVARIAN TUBE(S)             "
"2230","58760","FIMBRIOPLASTY                      "
"2231","58770","CREATE NEW TUBAL OPENING           "
"2232","58800","DRAINAGE OF OVARIAN CYST(S)        "
"2233","58820","DRAIN OVARY ABSCESS OPEN           "
"2234","58822","DRAIN OVARY ABSCESS PERCUT         "
"2235","58823","DRAIN PELVIC ABSCESS PERCUT        "
"2236","58825","TRANSPOSITION OVARY(S)             "
"2237","58900","BIOPSY OF OVARY(S)                 "
"2238","58920","PARTIAL REMOVAL OF OVARY(S)        "
"2239","58925","REMOVAL OF OVARIAN CYST(S)         "
"2240","58940","REMOVAL OF OVARY(S)                "
"2241","58941","PARTIAL/TOTAL REMOVAL OVARY        "
"2242","58942","OOPHORECTOMY, PARTIAL OR TOTAL, UNI"
"2243","58950","RESECT OVARIAN MALIGNANCY          "
"2244","58953","TAH RAD DISSECT FOR DEBULK         "
"2245","58954","TAH RAD DEBULK/LYMPH REMOVE        "
"2246","58956","BSO OMENTECTOMY W/TAH              "
"2247","58957","RESECT RECURRENT GYN MAL           "
"2248","58958","RESECT RECUR GYN MAL W/LYM         "
"2249","58960","EXPLORATION OF ABDOMEN             "
"2250","58970","RETRIEVAL OF OOCYTE                "
"2251","58972","CULTURE AND FERTILIZATION OF OOCYTE"
"2252","58974","EMBRYO TRANSFER, INTRAUTERINE      "
"2253","58976","TRANSFER OF EMBRYO                 "
"2254","58980","LAPAROSCOPY, DIAGNOSTIC (SEPARATE P"
"2255","58990","HYSTEROSCOPY; DIAGNOSTIC           "
"2256","58992","HYSTEROSCOPY; WITH LYSIS OF INTRAUT"
"2257","58994","HYSTEROSCOPY; WITH REMOVAL OF SUBMU"
"2258","58995","HYSTEROSCOPY; THERAPEUTIC          "
"2259","58996","HYSTEROSCOPY; WITH ENDOMETRIAL ABLA"
"2260","59000","AMNIOCENTESIS DIAGNOSTIC           "
"2261","59001","AMNIOCENTESIS THERAPEUTIC          "
"2262","59010","AMNIOSCOPY                         "
"2263","59011","AMNIOSCOPY (INTRAOVULAR)           "
"2264","59012","FETAL CORD PUNCTURE PRENATAL       "
"2265","59015","CHORIONIC VILLUS SAMPLING, ANY METH"
"2266","59020","FETAL CONTRACTION STRESS TEST      "
"2267","59025","FETAL NON-STRESS TEST              "
"2268","59030","FETAL SCALP BLOOD SAMPLE           "
"2269","59031","FETAL SCALP BLOOD SAMPLING; REPEAT "
"2270","59050","FETAL MONITORING DURING LABOR BY CO"
"2271","59070","TRANSABDOM AMNIOINFUS W/US         "
"2272","59072","UMBILICAL CORD OCCLUD W/US         "
"2273","59074","FETAL FLUID DRAINAGE W/US          "
"2274","59076","FETAL SHUNT PLACEMENT W/US         "
"2275","59100","REMOVE UTERUS LESION               "
"2276","59101","HYSTEROTOMY, ABDOMINAL, FOR REMOVAL"
"2277","59105","HYSTEROTOMY, ABDOMINAL, FOR LEGAL A"
"2278","59120","TREAT ECTOPIC PREGNANCY            "
"2279","59125","SURGICAL TREATMENT OF ECTOPIC PREGN"
"2280","59150","LAPAROSCOPIC TREATMENT OF ECTOPIC P"
"2281","59160","D & C AFTER DELIVERY               "
"2282","59200","INSERT CERVICAL DILATOR            "
"2283","59240","INDUCTION OF LABOR                 "
"2284","59300","EPISIOTOMY OR VAGINAL REPAIR       "
"2285","59305","EPISIOTOMY OR VAGINAL REPAIR ONLY, "
"2286","59350","REPAIR OF UTERUS                   "
"2287","59351","HYSTERORRHAPHY OF RUPTURED UTERUS; "
"2288","59400","OBSTETRICAL CARE                   "
"2289","59409","VAGINAL DELIVERY ONLY (WITH OR WITH"
"2290","59412","ANTEPARTUM MANIPULATION            "
"2291","59414","DELIVER PLACENTA                   "
"2292","59420","ANTEPARTUM CARE ONLY (SEPARATE PROC"
"2293","59425","ANTEPARTUM CARE ONLY               "
"2294","59430","CARE AFTER DELIVERY                "
"2295","59500","CESAREAN SECTION, LOW CERVICAL, INC"
"2296","59510","CESAREAN DELIVERY                  "
"2297","59514","CESAREAN DELIVERY ONLY;            "
"2298","59520","CESAREAN SECTION, CLASSIC, INCLUDIN"
"2299","59525","SUBTOTAL OR TOTAL HYSTERECTOMY AFTE"
"2300","59540","CESAREAN SECTION, EXTRAPERITONEAL, "
"2301","59560","CESAREAN SECTION WITH HYSTERECTOMY,"
"2302","59610","VBAC DELIVERY                      "
"2303","59612","VBAC DELIVERY ONLY                 "
"2304","59614","VBAC CARE AFTER DELIVERY           "
"2305","59618","ATTEMPTED VBAC DELIVERY            "
"2306","59620","ATTEMPTED VBAC DELIVERY ONLY       "
"2307","59622","ATTEMPTED VBAC AFTER CARE          "
"2308","59800","TREATMENT OF ABORTION, FIRST TRIMES"
"2309","59810","TREATMENT OF ABORTION, SECOND TRIME"
"2310","59812","TREATMENT OF MISCARRIAGE           "
"2311","59820","CARE OF MISCARRIAGE                "
"2312","59830","TREAT UTERUS INFECTION             "
"2313","59840","ABORTION                           "
"2314","59866","ABORTION (MPR)                     "
"2315","59870","EVACUATE MOLE OF UTERUS            "
"2316","59871","REMOVE CERCLAGE SUTURE             "
"2317","59897","FETAL INVAS PX W/US                "
"2318","59898","LAPARO PROC OB CARE/DELIVER        "
"2319","59899","MATERNITY CARE PROCEDURE           "
"2320","60000","DRAIN THYROID/TONGUE CYST          "
"2321","60001","ASPIRATION AND/OR INJECTION, THYROI"
"2322","6005F","CARE LEVEL RATIONALE DOC           "
"2323","6010F","DYSPHAG TEST DONE B/4 EATING"
"2324","60100","BIOPSY OF THYROID                  "
"2325","6020F","NPO (NOTHING-MOUTH) ORDERED        "
"2326","60200","REMOVE THYROID LESION              "
"2327","60210","PARTIAL THYROID EXCISION           "
"2328","60220","PARTIAL REMOVAL OF THYROID         "
"2329","60240","REMOVAL OF THYROID                 "
"2330","60242","THYROIDECTOMY;                     "
"2331","60245","THYROIDECTOMY, SUBTOTAL OR PARTIAL;"
"2332","60254","EXTENSIVE THYROID SURGERY          "
"2333","60260","REPEAT THYROID SURGERY             "
"2334","60261","THYROIDECTOMY, SECONDARY; BILATERAL"
"2335","60280","REMOVE THYROID DUCT LESION         "
"2336","6030F","MAX STERILE BARRIERS FOLLWD        "
"2337","60300","ASPIR/INJ THYROID CYST             "
"2338","6040F","APPRO RAD DS DVCS TECHS DOCD       "
"2339","6045F","RADXPS IN END RPRT4FLURO PXD"
"2340","60500","EXPLORE PARATHYROID GLANDS         "
"2341","60502","PARATHYROIDECTOMY OR EXPLORATION OF"
"2342","60510","TRANSPLANTATION OF PARATHYROID GLAN"
"2343","60512","AUTOTRANSPLANT PARATHYROID         "
"2344","60520","REMOVAL OF THYMUS GLAND            "
"2345","60540","EXPLORE ADRENAL GLAND              "
"2346","60550","ADRENALECTOMY, PARTIAL OR COMPLETE,"
"2347","60600","REMOVE CAROTID BODY LESION         "
"2348","60650","LAPAROSCOPY ADRENALECTOMY          "
"2349","60659","LAPARO PROC ENDOCRINE              "
"2350","60699","ENDOCRINE SURGERY PROCEDURE        "
"2351","63615","STEREOTACTIC BIOPSY, ASPIRATION, OR"
"2352","63620","SRS SPINAL LESION                  "
"2353","64999","NERVOUS SYSTEM SURGERY             "
"2354","65110","REMOVAL OF EYE                     "
